run_id,gru_layers,time_step,loss,lr,batch_size,epochs,dropout,rmse,mae,final_val_loss
20260506133146,[32],96,mean_squared_error,0.001,32,20,0.0,30.183552560534196,23.97076715659476,0.1933237463235855
20260506153236,[32],96,mean_squared_error,0.001,32,20,0.0,26.888470647900313,19.967298537608787,0.11760658025741577
20260506213144,[32],96,mean_squared_error,0.001,32,20,0.1,28.889802979769534,21.347398419010123,0.12763568758964539
